Цеткин	ул.					
Циолковского	ул.					
Циолковского 2-й	пер.					
Цнянская	ул.	Цнянская				
Чайкиной	ул.					
Чайковского	ул.					
Чайковского	пер.					
Чайковского	проезд					
Чапаева	ул.					
Чарота	ул.					
Чеботарева	ул.					
Чекалина	ул.					
Чекалина	проезд					
Челюскинцев	ул.	Чалюскінцаў				
Челюскинцев 2-й	пер.	Чалюскінцаў				
Червякова	ул.	Чарвякова				
Червякова	пер.	Чарвякова				
Черниговская	ул.					
Черниговский 1-й	пер.					
Чернышевского	ул.	Чарнышэўскага	Первомайский			
Чернышевского 1-й	пер.					
Черняховского	ул.					
Чехова	ул.					
Чигладзе	ул.					
Чижевская	ул.					
Чичерина	ул.					
Чижевских	ул.					
Чижевских	пер.					
Чижевских	проезд					
Чкалова	ул.	Чкалава	Октябрьский			
Чорного	ул.					
Чорного	пер.					
Шабаны	ул.	Шабаны				
Шабловского	ул.					
Шаранговича	ул.					
Шатько	ул.					
Шафарнянская	ул.					
Шевченко бульвар					
Шейпичи	ул.					
2-я 6-я линия	ул.					
Шемеша	ул.					
Ширмы	ул.	Рыгора Шырмы				
Широкая	ул.					
Шишкина	ул.					
Шпилевского	ул.					
Школьная	ул.					
Школьный	пер.					
Шорная	ул.					
Шоссейная	ул.					
Шугаева	ул.					
Щедрина	ул.					
Щедрина 1-й	пер.					
Щедрина 2-й	пер.					
Щедрина 3-й	пер.					
Щепкина	ул.					
Щербакова	ул.					
Щербакова	пер.					
Щорса	ул.	Шчорса				
Щорса 2-я	ул.					
Щорса 3-я	ул.					
Щорса 4-я	ул.					
Щорса 5-я	ул.					
Щетовка	ул.					
Экскаваторная	ул.					
Экскаваторный	пер.					
Энгельса	ул.					
Энергетический	проезд					
Юбилейная	ул.					
Юбилейный	пер.					
Юбилейная площадь					
Южная	ул.					
Южный	пер.					
Южный 1-й	пер.					
Юношеская	ул.					
Юношеский 1-й	пер.					
Юношеский 2-й	пер.					
Ярковская	ул.					
Ясная	ул.					
Яблоневая	ул.					
Якуба Коласа	пл.	Якуба Коласа				
Якубова	ул.					
Якубовского	ул.					
Янковского	ул.					
Игнатенко	ул.					
Кольцевая					
Сырокомли	ул.					
Беляева	ул.					
Рогачевская	ул.					
Водолажского	ул.					
Кабушкина	пер.					
Связистов	ул.					
Корвата	ул.					
Парашютная	ул.					
Панченко	ул.					
Краснодонская	ул.					
Масюковщина	проезд					
Районная 1-я магистраль					
Мачульского	ул.					
Ельницкая	ул.					
Профсоюзная	ул.					
Профсоюзный	пер.					
Профсоюзный	проезд					
Пашковичи пос.					
Климовичи пос.					
Серебрянская малая	ул.					
Слепнянский 5-й	пер.					
Выготского	ул.					
Скалинская	ул.					
Ярошевичская	ул.					
Ярошевичский	пер.					
Олимпийский просп.	просп.				
Монтажников	ул.					
Монтажников 1-й пер					
Монтажников 2-й пер					
Монтажников 3-й пер					
Монтажников 4-й пер					
Авиации	ул.					
Барамзиной	ул.					
Березогорская	ул.					
Взлетная	ул.					
Волмянская	ул.					
Звездная	ул.					
Киреева	ул.					
Ромашкина	ул.					
Рябиновая	ул.					
Туполева	ул.					
Красина	ул.					
Павловского	ул.					
Новинковская	ул.					
Каганца	ул.					
Жасминовая	ул.					
Буйницкого	ул.					
Буйницкого	пер.					
Ваньковича	ул.					
Брикета	ул.					
Жебрака	ул.					
Жебрака	пер.					
Ивенецкая	ул.					
Воложинская	ул.					
Масюковщина	ул.					
Масюковщина	пер.					
Ржавецкая	ул.					
Баторинская	ул.					
Запрудная	ул.					
Придорожная	ул.					
Зацень	ул.					
Ермака	ул.					
Ермака	пер.					
Рябинницкая	ул.					
Магулянская	ул.					
Миколаевская	ул.					
Заречанская	ул.					
Заречанский	пер.					
Приветливая	ул.					
Стефановская	ул.					
Огородницкая	ул.					
Ошмянская	ул.					
Ошмянский	пер.					
Гольшанская	ул.					
Гольшанский 1-й	пер.					
Бровикова	ул.					
Микулича	ул.					
Иодковская	ул.					
Иодковский	пер.					
Зеленолужская					
Хмаринская	ул.					
Папернянская	ул.					
Папернянский	пер.					
Липовая	ул.					
Сосновый бор	ул.					
Дубовлянский	пер.					
Виноградная	ул.					
Малофеевская	ул.					
Фольварковая	ул.					
Фольварковый	пер.					
Вересковая	ул.					
Усадебная	ул.					
Усадебный	пер.					
Докшицкая	ул.					
Бельчицкая	ул.					
Кривичская	ул.					
Кривичский 2-й	пер.					
Глубокская	ул.					
Лепельская	ул.					
Монюшко	ул.					
Марусинская	ул.					
Браславская	ул.					
Ушачская	ул.					
Марусинский	пер.					
Марусинский 1-й	пер.					
Марусинский 2-й	пер.					
Янтарная	ул.					
Ольховая	ул.					
Ириновская	ул.					
Ириновский	пер.					
Александровская	ул.					
Вязынская	ул.					
Вязынский 1-й	пер.					
Вязынский 2-й	пер.					
Радошковичская	ул.					
Радошковичский	пер.					
Гольшанский 2-й	пер.					
Кривичский 2-й	пер.					
Шумилинская	ул.					
Раубичский	пер.					
Баторинский	пер.					
Вилейский	пер.					
Будславская	ул.					
Будславский	пер.					
Бегомльская	ул.					
Россонская	ул.					
Боровецкий	пер.					
Раубичская	ул.					
Поставская	ул.					
Воропаевская	ул.					
Друйская	ул.					
Освейская	ул.					
Дисенская	ул.					
Серебряное кольцо	ул.					
Золотая	ул.					
Озерный	пер.					
Речная	ул.					
Изумрудный	пер.					
Золотой	пер.					
Могилевский	пер.					
Мопра	ул.					
Павлюка Труса	ул.					
Новоуфимский	проезд					
Парниковый	проезд					
Парашютистов	ул.					
Циолковского	ул.					
Толстого	проезд					
Типографский	проезд					
Тарашкевича	ул.					
Тбилисская	ул.					
Слепнянский 4-й	пер.					
Слонимский 1-й	пер.					
Труса	ул.					
Станислава Монюшко	ул.					
Фруктовый	пер.					
Язепа Дроздовича	ул.	Язэпа Драздовіча				
Степная	ул.					
Циолковского 2-й	пер.					
Уручье	ул.	Уручча
